KO	Category	SuperPathway	SubPathway
K05446	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05446	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05447	Environmental Information Processing	Signal Transduction	Jak-STAT signaling pathway
K05447	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05447	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05448	Environmental Information Processing	Signal Transduction	mTOR signaling pathway
K05448	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05448	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05448	Environmental Information Processing	Signaling Molecules and Interaction	CAM ligands
K05448	Cellular Processes	Cell Communication	Focal adhesion
K05448	Human Diseases	Cancers	Pathways in cancer
K05448	Human Diseases	Cancers	Pancreatic cancer
K05448	Human Diseases	Cancers	Renal cell carcinoma
K05448	Human Diseases	Cancers	Bladder cancer
K05448	Human Diseases	Immune Diseases	Rheumatoid arthritis
K05449	Environmental Information Processing	Signal Transduction	mTOR signaling pathway
K05449	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05449	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05449	Environmental Information Processing	Signaling Molecules and Interaction	CAM ligands
K05449	Cellular Processes	Cell Communication	Focal adhesion
K05449	Human Diseases	Cancers	Pathways in cancer
K05449	Human Diseases	Cancers	Pancreatic cancer
K05449	Human Diseases	Cancers	Renal cell carcinoma
K05449	Human Diseases	Cancers	Bladder cancer
K05450	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05450	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05450	Cellular Processes	Cell Motility	Regulation of actin cytoskeleton
K05450	Cellular Processes	Cell Communication	Focal adhesion
K05450	Cellular Processes	Cell Communication	Gap junction
K05450	Human Diseases	Cancers	Melanoma
K05450	Human Diseases	Cancers	Prostate cancer
K05451	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05452	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05453	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05453	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05453	Organismal Systems	Immune System	Hematopoietic cell lineage
K05453	Organismal Systems	Development	Osteoclast differentiation
K05453	Human Diseases	Immune Diseases	Rheumatoid arthritis
K05454	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05454	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05454	Organismal Systems	Immune System	Hematopoietic cell lineage
K05454	Human Diseases	Cancers	Pathways in cancer
K05455	Environmental Information Processing	Signal Transduction	ErbB signaling pathway
K05455	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05456	Environmental Information Processing	Signal Transduction	ErbB signaling pathway
K05456	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05457	Environmental Information Processing	Signal Transduction	ErbB signaling pathway
K05457	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05458	Environmental Information Processing	Signal Transduction	ErbB signaling pathway
K05458	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05459	Environmental Information Processing	Signal Transduction	mTOR signaling pathway
K05459	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05459	Cellular Processes	Cell Growth and Death	Oocyte meiosis
K05459	Cellular Processes	Cell Growth and Death	p53 signaling pathway
K05459	Cellular Processes	Cell Communication	Focal adhesion
K05459	Organismal Systems	Endocrine System	Progesterone-mediated oocyte maturation
K05459	Organismal Systems	Excretory System	Aldosterone-regulated sodium reabsorption
K05459	Organismal Systems	Nervous System	Long-term depression
K05459	Human Diseases	Cancers	Pathways in cancer
K05459	Human Diseases	Cancers	Transcriptional misregulation in cancers
K05459	Human Diseases	Cancers	Glioma
K05459	Human Diseases	Cancers	Melanoma
K05459	Human Diseases	Cancers	Prostate cancer
K05459	Human Diseases	Cardiovascular Diseases	Hypertrophic cardiomyopathy (HCM)
K05459	Human Diseases	Cardiovascular Diseases	Dilated cardiomyopathy (DCM)
K05460	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05460	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05460	Environmental Information Processing	Signaling Molecules and Interaction	CAM ligands
K05460	Cellular Processes	Cell Communication	Focal adhesion
K05460	Human Diseases	Cancers	Pathways in cancer
K05460	Human Diseases	Cancers	Melanoma
K05460	Human Diseases	Cancers	Renal cell carcinoma
K05460	Human Diseases	Infectious Diseases	Malaria
K05461	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05461	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05461	Organismal Systems	Immune System	Hematopoietic cell lineage
K05461	Organismal Systems	Endocrine System	Melanogenesis
K05461	Human Diseases	Cancers	Pathways in cancer
K05462	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05462	Organismal Systems	Development	Axon guidance
K05463	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05463	Organismal Systems	Development	Axon guidance
K05464	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05465	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05465	Human Diseases	Immune Diseases	Rheumatoid arthritis
K05466	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05467	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05468	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05468	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05468	Human Diseases	Endocrine and Metabolic Diseases	Type I diabetes mellitus
K05468	Human Diseases	Infectious Diseases	HTLV-I infection
K05468	Human Diseases	Infectious Diseases	Herpes simplex infection
K05469	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05469	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05469	Environmental Information Processing	Signaling Molecules and Interaction	Cellular antigens
K05470	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05470	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05470	Environmental Information Processing	Signaling Molecules and Interaction	Cellular antigens
K05471	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05471	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05471	Environmental Information Processing	Signaling Molecules and Interaction	Cellular antigens
K05472	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05472	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05472	Environmental Information Processing	Signaling Molecules and Interaction	Cellular antigens
K05473	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05473	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05473	Environmental Information Processing	Signaling Molecules and Interaction	Cellular antigens
K05473	Organismal Systems	Development	Osteoclast differentiation
K05473	Human Diseases	Immune Diseases	Rheumatoid arthritis
K05474	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05474	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05474	Environmental Information Processing	Signaling Molecules and Interaction	Cellular antigens
K05475	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05475	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05475	Environmental Information Processing	Signaling Molecules and Interaction	Cellular antigens
K05475	Organismal Systems	Immune System	Intestinal immune network for IgA production
K05475	Human Diseases	Immune Diseases	Rheumatoid arthritis
K05476	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05476	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05476	Environmental Information Processing	Signaling Molecules and Interaction	Cellular antigens
K05476	Organismal Systems	Immune System	Intestinal immune network for IgA production
K05476	Human Diseases	Immune Diseases	Rheumatoid arthritis
K05477	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05477	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05477	Environmental Information Processing	Signaling Molecules and Interaction	Cellular antigens
K05477	Human Diseases	Infectious Diseases	Herpes simplex infection
K05478	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05478	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05479	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05479	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05479	Environmental Information Processing	Signaling Molecules and Interaction	Cellular antigens
K05480	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05480	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05481	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05482	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05482	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05482	Organismal Systems	Immune System	NOD-like receptor signaling pathway
K05482	Organismal Systems	Immune System	Cytosolic DNA-sensing pathway
K05482	Human Diseases	Immune Diseases	Rheumatoid arthritis
K05482	Human Diseases	Infectious Diseases	Salmonella infection
K05482	Human Diseases	Infectious Diseases	Legionellosis
K05482	Human Diseases	Infectious Diseases	Tuberculosis
K05482	Human Diseases	Infectious Diseases	Influenza A
K05482	Human Diseases	Infectious Diseases	Malaria
K05482	Human Diseases	Infectious Diseases	African trypanosomiasis
K05483	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05484	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05485	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05486	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05487	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05488	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05489	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05489	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
K05489	Human Diseases	Immune Diseases	Rheumatoid arthritis
K05490	Environmental Information Processing	Signaling Molecules and Interaction	Cytokine-cytokine receptor interaction
K05490	Environmental Information Processing	Signaling Molecules and Interaction	Cytokines
