Category	SuperPathway	SubPathway	Gene	KOAnnot
Human Diseases	Infectious diseases	Malaria	K13833	SPECT; sporozoite microneme protein
Human Diseases	Infectious diseases	Malaria	K13834	SPECT2; sporozoite microneme protein 2
Human Diseases	Infectious diseases	Malaria	K13835	CELTOS; cell-traversal protein for ookinetes and sporozoites
Human Diseases	Infectious diseases	Malaria	K13836	CSP; circumsporozoite protein
Human Diseases	Infectious diseases	Malaria	K13837	TRAP; thrombospondin-related anonymous protein
Human Diseases	Infectious diseases	Malaria	K13838	MSP1; merozoite surface protein 1
Human Diseases	Infectious diseases	Malaria	K13839	MSP2; merozoite surface protein 2
Human Diseases	Infectious diseases	Malaria	K13840	MSP3; merozoite surface protein 3
Human Diseases	Infectious diseases	Malaria	K13841	MSP4; merozoite surface protein 4
Human Diseases	Infectious diseases	Malaria	K13842	MSP5; merozoite surface protein 5
Human Diseases	Infectious diseases	Malaria	K13843	MSP6; merozoite surface protein 6
Human Diseases	Infectious diseases	Malaria	K13844	MSP8; merozoite surface protein 8
Human Diseases	Infectious diseases	Malaria	K13845	AMA-1; apical merozoite antigen 1
Human Diseases	Infectious diseases	Malaria	K13846	PVDR, DBP; Duffy binding protein
Human Diseases	Infectious diseases	Malaria	K13847	EBA175; erythrocyte-binding antigen 175
Human Diseases	Infectious diseases	Malaria	K13848	EBA140; erythrocyte-binding antigen 140
Human Diseases	Infectious diseases	Malaria	K13849	RBP; reticulocyte-binding protein
Human Diseases	Infectious diseases	Malaria	K13850	PFEMP1; erythrocyte membrane protein 1
Human Diseases	Infectious diseases	Malaria	K13851	RIF; repetitive interspersed family protein
Human Diseases	Infectious diseases	Malaria	K13852	STEVOR; subtelomeric variable open reading frame
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K13853	aroG, aroA; 3-deoxy-7-phosphoheptulonate synthase / chorismate mutase
Organismal Systems	Digestive system	Salivary_secretion	K13855	SLC4A2, AE2; solute carrier family 4 (anion exchanger), member 2
Organismal Systems	Digestive system	Bile_secretion	K13857	SLC4A5, NBC4; solute carrier family 4 (sodium bicarbonate cotransporter), member 5
Human Diseases	Cancers	MicroRNAs_in_cancer	K13863	SLC7A1, ATRC1; solute carrier family 7 (cationic amino acid transporter), member 1
Organismal Systems	Digestive system	Protein_digestion_and_absorption	K13867	SLC7A7; solute carrier family 7 (L-type amino acid transporter), member 7
Organismal Systems	Digestive system	Protein_digestion_and_absorption	K13868	SLC7A9, BAT1; solute carrier family 7 (L-type amino acid transporter), member 9
Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	K13873	K13873, araA; L-arabinose 1- dehydrogenase
Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	K13874	K13874, araB; L-arabinonolactonase
Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	K13875	K13875, araC; L-arabonate dehydrase
Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	K13876	K13876, araD; 2-keto-3-deoxy-L-arabinonate dehydratase
Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	K13877	K13877, araE; alpha-ketoglutaric semialdehyde dehydrogenase
Organismal Systems	Digestive system	Salivary_secretion	K13879	BEST2, VMD2L1; bestrophin-2
Cellular Processes	Transport and catabolism	Phagosome	K13882	CORO1A; coronin-1A
Cellular Processes	Transport and catabolism	Phagosome	K13883	RILP; Rab-interacting lysosomal protein
Cellular Processes	Transport and catabolism	Phagosome	K13884	MARCO; macrophage receptor with collagenous structure
Cellular Processes	Transport and catabolism	Phagosome	K13885	SCARB1; scavenger receptor class B, member 1
Environmental Information Processing	Membrane transport	ABC_transporters	K13889	gsiB; glutathione transport system substrate-binding protein
Environmental Information Processing	Membrane transport	ABC_transporters	K13890	gsiC; glutathione transport system permease protein
Environmental Information Processing	Membrane transport	ABC_transporters	K13891	gsiD; glutathione transport system permease protein
Environmental Information Processing	Membrane transport	ABC_transporters	K13892	gsiA; glutathione transport system ATP-binding protein
Environmental Information Processing	Membrane transport	ABC_transporters	K13893	yejA; microcin C transport system substrate-binding protein
Environmental Information Processing	Membrane transport	ABC_transporters	K13894	yejB; microcin C transport system permease protein
Environmental Information Processing	Membrane transport	ABC_transporters	K13895	yejE; microcin C transport system permease protein
Environmental Information Processing	Membrane transport	ABC_transporters	K13896	yejF; microcin C transport system ATP-binding protein
Organismal Systems	Digestive system	Salivary_secretion	K13897	CST1; cystatin-SN
Organismal Systems	Digestive system	Salivary_secretion	K13898	CST2; cystatin-SA
Organismal Systems	Digestive system	Salivary_secretion	K13899	CST3; cystatin-C
Organismal Systems	Digestive system	Salivary_secretion	K13900	CST4; cystatin-S
Organismal Systems	Digestive system	Salivary_secretion	K13901	CST5; cystatin-D
Organismal Systems	Digestive system	Salivary_secretion	K13908	MUC5B, MG1; mucin-5B
Organismal Systems	Digestive system	Salivary_secretion	K13909	MUC7, MG2; mucin-7
Organismal Systems	Digestive system	Salivary_secretion	K13910	PRH1_2; salivary acidic proline-rich phosphoprotein 1/2
Organismal Systems	Digestive system	Salivary_secretion	K13911	PRB1_2; basic salivary proline-rich protein 1/2
Organismal Systems	Digestive system	Salivary_secretion	K13912	DMBT1; deleted in malignant brain tumors 1 protein
Organismal Systems	Digestive system	Salivary_secretion	K13913	HTN; histatin
Organismal Systems	Digestive system	Salivary_secretion	K13914	STATH; statherin
Organismal Systems	Digestive system	Salivary_secretion	K13915	LYZ; lysozyme C
Organismal Systems	Digestive system	Salivary_secretion	K13916	CAMP, LL37; cathelicidin antimicrobial peptide
Genetic Information Processing	Translation	mRNA_surveillance_pathway	K13917	RNGTT; mRNA-capping enzyme
Metabolism	Carbohydrate metabolism	Propanoate_metabolism	K13919	pduD; propanediol dehydratase medium subunit
Metabolism	Carbohydrate metabolism	Propanoate_metabolism	K13920	pduE; propanediol dehydratase small subunit
Metabolism	Carbohydrate metabolism	Propanoate_metabolism	K13921	pduQ; 1-propanol dehydrogenase
Metabolism	Carbohydrate metabolism	Propanoate_metabolism	K13922	pduP; propionaldehyde dehydrogenase
Metabolism	Carbohydrate metabolism	Propanoate_metabolism	K13923	pduL; phosphate propanoyltransferase
Environmental Information Processing	Signal transduction	Two-component_system	K13924	cheBR; two-component system, chemotaxis family, CheB/CheR fusion protein
Human Diseases	Infectious diseases	Bacterial_invasion_of_epithelial_cells	K13925	pfbA; plasmin and fibronectin-binding protein A
Environmental Information Processing	Signal transduction	Two-component_system	K13927	citXG; holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase
Metabolism	Carbohydrate metabolism	Pentose_phosphate_pathway	K13937	H6PD; hexose-6-phosphate dehydrogenase
Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	K13938	folM; dihydromonapterin reductase / dihydrofolate reductase
Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	K13939	FOL1; dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase
Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	K13940	sulD; dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	K13941	folKP; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase
Metabolism	Energy metabolism	Methane_metabolism	K13942	hmd; 5,10-methenyltetrahydromethanopterin hydrogenase
Environmental Information Processing	Signal transduction	Plant_hormone_signal_transduction	K13946	AUX1, LAX; auxin influx carrier (AUX1 LAX family)
Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	K13950	pabAB; para-aminobenzoate synthetase
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K13951	ADH1_7; alcohol dehydrogenase 1/7
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K13952	ADH6; alcohol dehydrogenase 6
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K13953	adhP; alcohol dehydrogenase, propanol-preferring
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K13954	yiaY; alcohol dehydrogenase
Genetic Information Processing	Replication and repair	Fanconi_anemia_pathway	K13960	UBE2T, HSPC150; ubiquitin-conjugating enzyme E2 T
Organismal Systems	Digestive system	Gastric_acid_secretion	K13961	SLC9A4, NHE4; solute carrier family 9 (sodium/hydrogen exchanger), member 4
Organismal Systems	Digestive system	Gastric_acid_secretion	K13962	SLC26A7, SUT2; solute carrier family 26 (anion exchange transporter), member 7
Human Diseases	Infectious diseases	Amoebiasis	K13963	SERPINB; serpin B
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K13967	nanEK; N-acetylmannosamine-6-phosphate 2-epimerase / N-acetylmannosamine kinase
Human Diseases	Infectious diseases	Amoebiasis	K13968	CP112; cysteine proteinase
Human Diseases	Infectious diseases	Amoebiasis	K13969	ADH112; adhesin
Human Diseases	Infectious diseases	Amoebiasis	K13970	HGL; galactose-inhibitable lectin heavy subunit
Human Diseases	Infectious diseases	Amoebiasis	K13971	LGL; galactose-inhibitable lectin light subunit
Human Diseases	Infectious diseases	Amoebiasis	K13972	IGL; galactose-inhibitable lectin intermediate subunit
Human Diseases	Infectious diseases	Amoebiasis	K13973	AP; pore-forming peptide ameobapore
Human Diseases	Infectious diseases	Amoebiasis	K13974	EHCBP; calcium-binding protein
Human Diseases	Infectious diseases	Amoebiasis	K13975	PATMK; phagosome-associated TMK96
Human Diseases	Infectious diseases	Amoebiasis	K13976	EHPAK; p21-activated kinase
Human Diseases	Infectious diseases	Amoebiasis	K13977	EHLIMA; LIM domain-containing protein
Human Diseases	Infectious diseases	Amoebiasis	K13978	ACTNL; actinin-like protein
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K13980	ADH4; alcohol dehydrogenase 4
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K13984	TXNDC5, ERP46; thioredoxin domain-containing protein 5
Organismal Systems	Nervous system	Retrograde_endocannabinoid_signaling	K13985	NAPEPLD; N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D
Metabolism	Nucleotide metabolism	Purine_metabolism	K13987	NUDT5; ADP-sugar pyrophosphatase / 8-oxo-dGDP phosphatase
Metabolism	Nucleotide metabolism	Purine_metabolism	K13988	NUDT9; ADP-ribose pyrophosphatase
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K13989	DERL2_3; Derlin-2/3
Metabolism	Amino acid metabolism	Histidine_metabolism	K13990	FTCD; glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase
Environmental Information Processing	Signal transduction	Two-component_system	K13991	puhA; photosynthetic reaction center H subunit
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K13993	HSP20; HSP20 family protein
Environmental Information Processing	Signal transduction	Two-component_system	K13994	pufX; photosynthetic reaction center PufX protein
Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	K13995	nicF; maleamate amidohydrolase
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K13996	EPS1; protein disulfide-isomerase
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K13997	PDHX; dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex
Metabolism	Nucleotide metabolism	Pyrimidine_metabolism	K13998	DHFR-TS; dihydrofolate reductase / thymidylate synthase
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K13999	CKAP4, CLIMP63; cytoskeleton-associated protein 4
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14000	RRBP1; ribosome-binding protein 1
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14001	SIL1, SLS1; nucleotide exchange factor SIL1
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14002	SCJ1; DnaJ-related protein SCJ1
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14003	PREB, SEC12; prolactin regulatory element-binding protein
Genetic Information Processing	Translation	RNA_transport	K14004	SEC13; protein transport protein SEC13
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14005	SEC31; protein transport protein SEC31
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14006	SEC23; protein transport protein SEC23
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14007	SEC24; protein transport protein SEC24
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14008	ERLEC1, XTP3B; endoplasmic reticulum lectin 1
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14009	BCAP31, BAP31; B-cell receptor-associated protein 31
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14010	TRAM1; translocating chain-associated membrane protein 1
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14011	UBXN6, UBXD1; UBX domain-containing protein 6
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14012	SHP1, UBX1, NSFL1C; UBX domain-containing protein 1
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14013	UBX2, SEL1; UBX domain-containing protein 2
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14014	SVIP; small VCP/p97-interacting protein
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14015	NPLOC4, NPL4; nuclear protein localization protein 4 homolog
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14016	UFD1; ubiquitin fusion degradation protein 1
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14017	SNL1; HSP70 co-chaperone SNL1
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14018	PLAA, DOA1, UFD3; phospholipase A-2-activating protein
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14019	PPP1R15A, GADD34; protein phosphatase 1 regulatory subunit 15A
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14020	WFS1; wolfamin
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14021	BAK, BAK1; Bcl-2 homologous antagonist/killer
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14022	CUE1, KIS4; coupling of ubiquitin conjugation to ER degradation protein 1
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14023	HRD3; ERAD-associated E3 ubiquitin-protein ligase component HRD3
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14024	USA1; U1 SNP1-associating protein 1
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14025	SELS, VIMP; selenoprotein S
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14026	SEL1, SEL1L; SEL1 protein
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K14027	HERPUD1, HERP; homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K14028	mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1
